$1
1	0	1	0	1	1	1	1	1	0	1	1	1	1	0
1	1	1	0	1	1	0	1	1	0	1	1	1	0	1
0	1	0	1	0	1	1	1	0	0	1	0	0	1	0
0	1	1	1	0	1	1	1	1	0	1	0	1	0	1
1	0	1	0	0	1	1	1	0	1	1	1	0	0	1
1	1	1	1	0	1	1	1	0	0	0	1	1	0	1
1	1	1	0	1	1	1	0	0	1	1	1	0	0	0
1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	0	0	0	1	1	1	0
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0	1	1	1	1	0	0	1	1	1	1
0	0	0	1	1	0	1	1	0	1	1	1	1	1	0
0	0	0	1	1	1	1	1	1	0	1	0	1	1	0
0	1	0	0	0	1	1	1	1	1	1	1	1	0	1
0	1	1	1	1	0	1	1	1	1	1	1	0	1	1
$2
1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1	1	0	1	1	1	1	0	1	1	1	0	1	1	1
1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
0	1	1	0	0	1	1	1	1	1	1	1	1	0	0
1	0	1	1	0	1	1	1	1	1	0	1	1	0	1
1	1	1	0	1	0	1	1	0	1	1	1	1	0	0
1	1	1	0	1	1	1	0	0	1	1	1	0	0	0
1	1	1	0	0	0	0	1	1	1	0	1	1	1	0
1	1	0	0	1	1	1	0	0	1	1	1	0	0	1
1	1	0	0	0	1	1	1	0	1	1	1	1	0	1
0	0	1	1	1	1	0	1	1	0	1	1	1	1	1
1	0	1	0	1	1	0	1	1	1	1	1	1	1	1
0	0	1	1	1	1	1	1	1	1	1	0	0	1	1
0	0	1	1	1	0	1	1	0	1	1	1	1	0	0
1	1	0	0	1	1	0	1	0	0	0	0	1	1	1
$3
0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	0	1	1	0	0	1	0	1	0	1	1	0
1	1	1	0	1	1	1	0	1	1	1	1	1	0	1
1	1	1	1	1	1	1	0	0	1	1	1	1	0	1
0	0	1	1	1	1	0	0	1	1	1	0	0	0	1
0	1	0	1	0	1	1	1	1	0	1	1	0	1	1
0	1	0	1	0	0	1	1	1	0	1	0	0	0	1
0	1	0	1	1	0	0	1	1	1	1	1	1	1	0
1	1	0	1	1	0	1	1	1	1	0	1	1	1	1
1	1	1	1	1	0	1	1	1	1	0	1	1	0	1
1	0	0	1	0	1	1	1	1	1	1	1	1	1	1
0	0	1	1	1	0	0	1	1	0	0	1	1	0	0
1	0	1	0	0	1	1	1	0	1	1	1	1	1	0
0	1	1	1	1	0	1	1	1	0	1	1	1	0	0
1	1	1	1	1	0	0	1	0	1	1	1	0	1	1
$4
0	1	1	0	1	0	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
0	1	1	1	1	0	1	1	0	1	1	0	1	1	1
1	1	0	1	1	0	1	1	1	1	1	0	1	1	1
1	0	1	1	1	1	1	0	1	1	1	1	0	1	1
1	1	1	1	1	0	0	1	1	1	1	1	0	1	1
1	1	1	1	0	1	1	0	1	1	0	1	0	1	0
1	1	1	1	1	1	1	1	1	0	1	0	0	1	1
0	1	0	1	0	1	0	1	1	1	1	1	1	1	1
0	0	0	0	0	1	1	0	1	0	1	1	0	1	0
1	0	1	1	1	1	1	1	1	1	1	1	0	0	0
1	0	1	0	1	0	0	0	0	1	1	0	1	0	0
0	1	0	1	1	1	0	0	0	1	1	0	1	1	1
0	1	1	1	1	0	0	1	1	1	1	0	1	1	0
0	0	0	1	1	0	0	1	1	0	1	1	0	0	1
$5
0	1	1	1	0	1	0	1	0	1	1	1	0	1	1
1	1	1	0	1	1	1	1	1	1	1	0	1	0	1
0	0	1	1	1	1	1	1	1	1	1	1	1	0	1
1	1	0	0	0	0	1	1	1	1	1	1	1	1	1
1	0	0	1	0	1	1	1	1	0	1	1	0	1	1
1	0	1	0	0	1	1	0	1	1	1	1	0	0	1
1	1	0	0	1	0	1	1	1	0	0	0	0	0	0
0	1	1	0	0	0	1	1	0	1	0	1	1	1	0
1	1	1	0	1	0	1	1	1	1	0	1	1	1	0
1	1	0	1	1	1	0	1	1	0	0	1	1	1	1
1	0	0	0	1	0	1	0	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	0	0	0
1	0	0	1	0	1	0	1	1	0	1	1	0	1	1
1	1	0	1	1	1	1	0	1	1	0	0	1	1	1
0	0	1	1	1	1	1	1	1	1	0	1	1	1	1
$6
0	1	1	0	1	0	0	1	1	1	1	0	1	0	0
0	0	1	1	1	0	0	1	0	1	1	1	0	0	0
0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1
1	1	1	0	0	1	1	1	1	1	1	1	1	1	0
1	1	0	1	1	0	1	1	0	0	1	1	1	0	0
1	1	1	1	1	0	1	1	1	1	0	1	1	1	0
1	0	1	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	0	1	0	1	1	1	1	0	1	1	1	1
1	0	1	1	0	1	1	1	0	1	1	0	0	1	0
1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
0	0	0	1	1	0	0	0	1	0	1	1	1	0	1
0	1	0	1	0	1	1	0	1	1	1	1	0	1	1
1	1	0	0	0	1	1	0	1	0	0	1	1	0	0
1	1	1	1	1	1	0	1	0	1	1	1	1	1	0
$7
1	1	1	1	1	0	1	1	1	1	1	0	1	1	1
1	1	0	1	0	1	1	1	0	1	0	1	1	1	1
1	0	0	1	1	0	1	1	1	1	0	0	1	0	1
1	1	1	1	1	1	1	1	0	1	1	1	0	1	0
0	1	1	0	1	0	0	0	0	1	1	1	1	1	1
0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
1	1	1	1	1	1	0	0	1	1	1	1	0	0	1
1	1	1	1	0	0	1	0	1	0	1	1	0	1	0
0	0	1	1	1	1	1	1	0	0	1	0	1	1	1
1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
0	1	0	1	1	1	1	0	1	1	1	1	0	0	0
0	1	1	0	1	1	1	0	1	1	1	0	0	1	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
1	0	1	0	1	1	1	1	0	1	1	1	0	1	0
1	1	1	0	0	1	1	1	0	0	0	0	0	0	1
$8
1	1	0	1	1	1	1	1	1	0	1	0	1	1	1
1	0	0	1	1	0	1	0	1	1	1	1	1	0	1
1	1	0	1	1	1	0	1	1	1	1	0	1	1	0
1	0	0	1	1	1	1	1	1	1	1	0	0	0	1
1	1	0	1	1	1	1	0	1	1	0	0	0	1	0
1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
1	1	1	1	0	0	1	1	0	0	1	0	1	0	1
1	1	1	1	0	1	1	1	0	0	1	0	1	0	1
1	1	1	0	0	1	0	1	1	1	0	1	0	1	1
1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
1	0	1	0	1	0	1	0	0	0	1	1	1	1	1
1	1	0	0	1	0	1	1	0	1	1	1	0	1	1
1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
0	1	1	1	1	1	0	1	1	0	1	1	0	0	1
1	0	1	1	1	1	0	1	1	1	0	1	0	0	1
$9
0	0	1	0	1	1	1	1	0	1	1	1	1	0	0
1	1	0	1	1	0	1	0	1	1	1	0	1	1	0
0	0	0	0	1	1	0	1	1	1	1	1	1	0	1
1	1	0	1	0	1	1	1	1	0	1	1	1	0	1
1	0	0	1	0	0	1	1	0	1	1	0	1	1	0
1	0	0	1	1	1	0	1	1	1	0	1	1	1	1
1	0	1	1	0	1	1	0	1	0	1	0	1	0	1
1	1	1	1	1	1	0	1	1	0	1	1	1	0	1
0	0	0	1	1	1	1	0	0	1	1	1	0	1	1
